Date,Bid,Descript
2019/4/16,000651.SZ,国资委 三个 可以 回应 格力 混改 两船 合并 会 按 有关 规则 和 要求 公布 
2019/4/16,000651.SZ,格力 转 股权 国资 失控 股权 国资委 利于 企业 发展 都 支持 
2019/4/16,000651.SZ,国资委 回应 格力 混改 有利于 市场 竞争力 提高 的 混改 都 支持 
2019/4/16,000651.SZ,国资委 谈 格力 股权 转让 国资 控股 要 看 市场 和 企业 情况 
2019/4/16,000651.SZ,格力 控股权 转让 何去何从 国资委 表态 释放 混改 权威 信号 
2019/4/16,000651.SZ,国资委 回应 格力 混改 只要 有利于 企业 持续 稳定 发展 和 国资 保值 增值 我们 都 支持 
2019/4/16,000651.SZ,国资委 谈 格力 股权 转让 权限 在 地方 有利 企业 有利 当地 都 支持 
2019/4/16,000651.SZ,国资委 谈 格力 股权 转让 高度 竞争 的 商业 类 企业 可以 控股 也 可以 参股 
2019/4/16,000651.SZ,国资委 评论 格力电器 控股权 转让 有利于 企业 持续 稳定 发展 都 支持 
2019/4/16,000651.SZ,大 股东 亿 变卖 格力电器 董明珠 去向 如何 
2019/4/16,000651.SZ,姜超评 格力 股权 转让 混改 阶段 有望 到来 国企改革 关注 四条 路径 
2019/4/16,000651.SZ,老 野蛮 人 进场 新 格力 未来 有 三种 结局 
2019/4/16,000651.SZ,格力 混改 点燃 国企 混改 热情 三大 改革 方向 初露端倪 
2019/4/17,000651.SZ,格力电器 五粮液 等 蓝筹股 遭 北向 资金 净 卖出 逾 
2019/4/17,000651.SZ,北向 资金 净流出 近 格力电器 五粮液 净 卖出 均 超 
2019/4/17,000651.SZ,董明珠 考察 格力 电工 眉山 有限公司 
2019/4/17,000651.SZ,华泰 证券 同 为 消费 龙头 茅台 估值 持续 提升 那 格力 呢 
2019/4/18,000651.SZ,家用电器 倍 估值 的 格力电器 或许 并 不 遥远 荐 股 
2019/4/18,000651.SZ,格力电器 股价 突破 元 刷新 年 月 以来 新高 
2019/4/18,000651.SZ,格力电器 股价 再创 阶段 新高 有 券商 上调 目标价 至元 北上 资金 却 连续 三天 净 卖出 
2019/4/18,000651.SZ,动心 了 吗 券商 高喊 格力 要涨 到 元 至少 还有 个 涨停 
2019/4/18,000651.SZ,家电 股 集体 上攻 格力电器 股价 再创 阶段 新高 
2019/4/18,000651.SZ,华泰 证券 林 寰宇 大幅 提升 格力电器 最高 目标价 至元股 
2019/4/18,000651.SZ,喝酒 吃 肉 买 家电 行情 又 起 消费类 白马股 集体 走强 
2019/4/18,000651.SZ,年 中国 家电行业 市场 分析 市场 板块 迎来 复苏 迹象 龙头企业 优势 凸显 受 关注 
2019/4/18,000651.SZ,巨丰 热点 家电 补贴 政策 出炉 澳柯玛 等 个股 盘中 大涨 
2019/4/19,000651.SZ,元 格力电器 距 深市 一哥 一步之遥 机构 唱 多 老 对手 和 接盘 方烦 不烦 
2019/4/19,000651.SZ,格力 集团 采购 股份 转让 券商 和 法律 服务 格力电器 市值 逼近 
2019/4/19,000651.SZ,格力 股份 转让 再进一步 招标 服务 券商 报价 上限 近 百万 
2019/4/19,000651.SZ,董明珠 火 了 格力 市值 刚超 美的 又 差点 拿下 深市 No 
2019/4/19,000651.SZ,格力电器 暴涨 采购 格力电器 股份 转让 券商 及 法律 服务 
2019/4/19,000651.SZ,破除 魔咒 沪 指深 V 反弹 石墨 烯 掀 涨停 潮 格力电器 飙升 逾 
2019/4/19,000651.SZ,格力 集团 为 转让 格力电器 股份 采购 券商 及 法律 服务 
2019/4/19,000651.SZ,格力电器 尾盘 一度 大涨 家电 板块 尾盘 冲高 
2019/4/19,000651.SZ,尾盘 格力电器 股价 大涨 再创 历史 新高 成交额 超亿 
2019/4/19,000651.SZ,格力电器 尾盘 大涨 股价 再创 历史 新高 
2019/4/19,000651.SZ,格力电器 一度 涨 逾 股价 创年 月 以来 新高 
2019/4/19,000651.SZ,格力电器 涨幅 扩大 涨 逾 
2019/4/19,000651.SZ,家电 板块 午后 走强 格力电器 涨超 
2019/4/19,000651.SZ,格力电器 午后 拉 升涨 逾 
2019/4/19,000651.SZ,对标 贵州 茅台 机构 给 格力电器 喊 出元 目标价 
2019/4/19,000651.SZ,家电 板块 午后 走强 奥马 电器 连续 涨停 
2019/4/19,000651.SZ,家电 板块 迎 利好 只 股创 年内 新高 社保 和 QFII 共同 持有 两只 概念股 
2019/4/20,000651.SZ,格力 点燃 国企 混改 热情 军工 电力 铁路 三大 行业 有 机会 
2019/4/21,000651.SZ,天风 家电 格力电器 估值 折价 之谜 
2019/4/21,000651.SZ,格力电器 改制 或 开启 新 时代 或 达成 制衡 的 稳定 结构 
2019/4/22,000651.SZ,格力电器 今日 大宗 交易 成交 万股 最低 成交价 元 最高 折价 
2019/4/22,000651.SZ,家用电器 从 格力 混改 再 看 家电 板块 混改 机会 荐 股 
2019/4/22,000651.SZ,白马股 大跌 格力电器 大跌 近 
2019/4/22,000651.SZ,格力电器 低开 低 走 重挫 报元 成交 
2019/4/22,000651.SZ,中信 建投 格力 混改 提升 家电 板块 整体 估值 
2019/4/22,000651.SZ,格力 在劫难逃 
2019/4/22,000651.SZ,格力电器 令 只 基金 赚 翻 市值 距 深市 第一 仅 一步之遥 
2019/4/22,000651.SZ,格力电器 控股权 大变局 董明珠 面临 着 怎样 的 抉择 
2019/4/23,000651.SZ,北向 资金 今日 净流出 近 贵州 茅台 格力电器 资金 博弈 激烈 
2019/4/24,000651.SZ,北上 资金 连续 第日净 卖出 格力电器 SZ 
2019/4/24,000651.SZ,北向 资金 连续 日 净流出 格力电器 今日 遭净 卖出 
2019/4/24,000651.SZ,北向 资金 净流出 逾 格力电器 遭净 卖出 
2019/4/24,000651.SZ,格力 与 美的 历史 估值 复盘 各有千秋 难分伯仲 
2019/4/25,000651.SZ,格力电器 控股权 转让 再进一步 敲定 中介机构 招商 证券 昆仑 律所 中标 
2019/4/25,000651.SZ,招商 证券 将 为 格力电器 国有 股份 转让 提供 券商 服务 
2019/4/25,000651.SZ,招商 证券 将 为 格力电器 国有 股份 转让 提供 券商 服务 
2019/4/25,000651.SZ,朝闻 国盛 从 格力 混改 看 国企改革 的 投资 主线 
2019/4/25,000651.SZ,家用电器 继续 推荐 白电 和 小家电 龙头 荐 股 
2019/4/25,000651.SZ,年 月 家电 零售 和 企业 出货 端 数据 解读 空调 一季度 内销 有望 迎来 小阳春 冰洗 厨电 终端 零售 继续 低迷 
2019/4/26,000651.SZ,国盛 证券 从 格力 混改 看 国企改革 的 投资 主线 
2019/4/26,000651.SZ,宏观经济 研究 从 格力 混改 看 国企改革 的 投资 主线 
2019/4/27,000651.SZ,起底 桑德系 财务 风波 文一波 离任 会否 上演 格力 银隆戏 
2019/4/28,000651.SZ,没有 意外 格力电器 去年 营收 但 净利润 增速 大幅 放缓 盈利 能力 下降 
2019/4/28,000651.SZ,空调 业务 仍 是 主力 格力电器 欲 加快 多元化 转型 
2019/4/28,000651.SZ,格力电器 年 净利润 同比 增长 
2019/4/28,000651.SZ,格力电器 年 营业 总收入 突破 大关 今年 要 加快 推进 芯片 技术 研 
2019/4/28,000651.SZ,格力 年 年报 公布 营收 同比 增长 
2019/4/28,000651.SZ,一线 格力电器 年 营收 同比 增 每 十股 派 现金 元 
2019/4/28,000651.SZ,格力 年 总收入 亿 与 小米 雷军 的 十亿 赌约 董明珠 赢 了 
2019/4/28,000651.SZ,格力电器 要 在 G 手机 技术 研究 上 突破 为 推出 格力 G 手机 奠定 基础 
2019/4/28,000651.SZ,格力电器 年 完成 自研 芯片 的 全面 替代 G 手机 技术 研究 上 实现 突破 
2019/4/28,000651.SZ,格力电器 年 完成 自研 芯片 的 全面 替代 
2019/4/28,000651.SZ,格力电器 年 净利润 同比 增 
2019/4/28,000651.SZ,格力电器 年 净利润 亿 同比 增长 拟派 元 
2019/4/28,000651.SZ,格力电器 今年 与 银隆 新能源 日常 关联交易 总额 不超 
2019/4/28,000651.SZ,格力电器 年 第四季度 获 港资 增持 
2019/4/28,000651.SZ,格力电器 年 实现 净利 同比 增长 
2019/4/28,000651.SZ,格力电器 年 实现 净利润 同比 增长 
2019/4/28,000651.SZ,格力电器 财年 预计 与 银隆 新能源 日常 关联交易 金额 不超 亿 
2019/4/28,000651.SZ,格力电器 拟 在 公司章程 经营范围 中 增加 电子商务 业务 
2019/4/28,000651.SZ,格力电器 年 净利润 同比 增长 拟派 元 
2019/4/28,000651.SZ,格力电器 年 净利 同比 增长 拟派 
2019/4/28,000651.SZ,格力电器 年 净利 增拟 在 公司章程 经营范围 增加 电商 业务 
2019/4/28,000651.SZ,格力电器 再度 获评 中国 知识产权 领域 最具 影响力 创新 主体 
2019/4/29,000651.SZ,格力 一季度 业绩 增速 跳水 营收增 净利 增 
2019/4/29,000651.SZ,家电行业 低潮 白电 龙头 格力 美的 首季 增速 放缓 
2019/4/29,000651.SZ,格力电器 SZ 一季度 净利 升至 
2019/4/29,000651.SZ,董明珠 赢 了 赌 约 但 格力 的 下个 战场 形势 更 严峻 
2019/4/29,000651.SZ,格力电器 年 一季度 营收 同比 增 
2019/4/29,000651.SZ,格力电器 获 港资 持续 增持 香港 中央 结算 公司 升至 第二 大 股东 
2019/4/29,000651.SZ,格力电器 混改 预期 治理 改善 有望 修复 估值 
2019/4/29,000651.SZ,格力 营收 首破 两千 亿赢 雷军 年 董 小姐 还要 做 手机 
2019/4/29,000651.SZ,格力电器 获 港资 持续 加码 一季度 增持 股权 
2019/4/29,000651.SZ,格力电器 获深 股通 增持 持股 比例 达 
2019/4/29,000651.SZ,格力电器 一季度 净利 同比 增长 
2019/4/29,000651.SZ,格力电器 一季度 净利润 同比 增 
2019/4/29,000651.SZ,格力电器 一季度 净利润 同比 增长 扣非 后 净利 增 
2019/4/29,000651.SZ,格力电器 冰箱 业务 行业 增长率 第一 研发 投入 或 被 小米 赶超 
2019/4/29,000651.SZ,格力 今日 头条 盘点 
2019/4/29,000651.SZ,董明珠 正式 赢 亿 赌约 格力电器 高处不胜 寒 
2019/4/29,000651.SZ,花旗 华泰 激辩 格力 未来 元 还是 打 对折 
2019/4/29,000651.SZ,格力 年报 拥抱 京东 阿里 双 销售 亿 
2019/4/29,000651.SZ,花旗 下调 格力 评级 至 卖出 董明珠 年薪 仅为 雷军 千分之一 股票 卖空 投资 评级 恶化 
2019/4/29,000651.SZ,格力 年 营收 亿 董明珠 赢 了 十亿 赌局 钛 快讯 
2019/4/29,000651.SZ,格力电器 披露 高层 年薪 董明珠 去年 收入 万元 
2019/4/29,000651.SZ,格力电器 实现 营收 亿 同比 增长 
2019/4/29,000651.SZ,格力 年营 收首 破 花旗 下调 评级 至 卖出 股票 卖空 投资 评级 恶化 
2019/4/29,000651.SZ,花旗 华泰 掐架 董明珠 的 格力电器 到底 值 多少 钱 
2019/4/29,000651.SZ,董明珠 正式 赢下 十亿 赌局 格力 要死 磕 G 手机 和 芯片 
2019/4/29,000651.SZ,多家 券商 关注 格力电器 年报 维持 买入 评级 
2019/4/29,000651.SZ,多家 券商 关注 格力电器 年报 维持 买入 评级 
2019/4/29,000651.SZ,花旗 两大 理由 下调 格力 评级 至 卖出 已有 只 明星 股 被 贴 上 卖出 标签 
2019/4/29,000651.SZ,格力电器 拟 分红 亿 董明珠 总收入 上 亿 花旗 下调 评级 投资 评级 恶化 
2019/4/29,000651.SZ,格力电器 早盘 拉升 转涨 
2019/4/29,000651.SZ,亿赌 约 董明珠 赢 了 格力电器 年 总收入 超亿 
2019/4/29,000651.SZ,格力电器 遭 花旗 下调 评级 早盘 低 开近 投资 评级 恶化 
2019/4/29,000651.SZ,格力电器 去年 营收 董明珠 完胜 十亿 赌约 
2019/4/29,000651.SZ,日 公司 新闻 聚焦 格力电器 拟派 发现 金 红包 
2019/4/29,000651.SZ,格力 去年 首破 亿 布局 G 手机 加快 自研 芯片 替代 
2019/4/29,000651.SZ,格力电器 公布 年报 净利润 同比 增长 
2019/4/29,000651.SZ,格力电器 年 营业 总收入 超亿董 小姐 说 不 放弃 格力 手机 
2019/4/29,000651.SZ,花旗 将 格力电器 评级 由 买进 下调 至 卖出 目标价 由元 下调 至元 机构 下调 估值 股票 卖空 投资 评级 恶化 
2019/4/29,000651.SZ,尘埃落定 小米 格力 十亿 赌约 雷军输 了 
2019/4/29,000651.SZ,格力 公布 财报 董明珠 赢得 与 雷军 的 十亿 赌约 
2019/4/29,000651.SZ,格力电器 累计 分红 超 百亿 格力 集团 混改 前夜 再分 亿 
2019/4/29,000651.SZ,雷军 等 的 年报 来 了 格力电器 营收超 亿 
2019/4/29,000651.SZ,与 珠海 银隆 关联交易 超亿 格力 还要 做 电商 造 手机 开发 再生资源 和 芯片 
2019/4/29,000651.SZ,国君 家电 Q 基金 重仓 家电 环比 提升 厨电获 明显 增持 Q 基金 重仓 家电 板块 分析 
2019/4/30,000651.SZ,格力 业绩 跳水 机构 评级 卖出 富豪 董明珠 如何 安内 
2019/4/30,000651.SZ,华创 家电 格力电器 年 一 季报 点评 收入 保持 平稳 增长 扣非 净利 表现 亮眼 
2019/4/30,000651.SZ,格力 申请 国内 专利 万余 项 家电行业 排名 第一 
2019/4/30,000651.SZ,格力 申请 国内 专利 万余 项 家电行业 排名 第一 
2019/4/30,000651.SZ,格力 一季度 净赚 亿 同比 增长 
2019/4/30,000651.SZ,格力电器 今年 将 在 G 手机 技术 研究 上 实现 突破 
2019/4/30,000651.SZ,快讯 德意志银行 将 格力电器 评级 下调 竞价 低开 逾 投资 评级 恶化 
2019/4/30,000651.SZ,低开 上证 跌幅 格力电器 大跌 逾 
2019/4/30,000651.SZ,格力电器 低开 逾 一季度 净利润 同比 增 
2019/4/30,000651.SZ,格力电器 盈利 回归 正轨 扣非 表现 优秀 
2019/4/30,000651.SZ,格力电器 利润率 缘何 下降 
2019/4/30,000651.SZ,继 花旗 之后 德银 下调 格力 评级 投资 评级 恶化 
2019/4/30,000651.SZ,北向 资金 净流入 亿 平安 茅台 重获 青睐 格力 遭 抛售 
2019/4/30,000651.SZ,Citigroup 将 格力电器 评级 调低 为 卖出 投资 评级 恶化 
2019/4/30,000651.SZ,亿赌 约 揭盅 董明珠 战胜 雷军 花旗 却 将 格力 评级 下调 至 卖出 股票 卖空 投资 评级 恶化 
2019/4/30,000651.SZ,年报 业绩 派息 不及 预期 花旗 下调 格力 评级 至 卖出 股票 卖空 投资 评级 恶化 盈利 能力 下降 
2019/4/30,000651.SZ,格力电器 公司 营收 实现 高 增长 研发 表现 卓越 
2019/5/4,000651.SZ,格力电器 去年 净利 亿 同比 增 董事长 董明珠 薪酬 万元 
2019/5/5,000651.SZ,格力 一季度 经营 现金流 腰斩 如何 应对 美的 挑起 的 价格战 
2019/5/5,000651.SZ,图说 格力 分红 史 没有 最高 只有 更高 
2019/5/5,000651.SZ,格力电器 库存 压力 可控 经营 仍 在 正常 状态 
2019/5/6,000651.SZ,狙击 格力 不到 一周 目标价 从元 腰斩 至元 
2019/5/6,000651.SZ,投资 人士 格力 业绩 变脸 因 过度 财务 粉饰 
2019/5/6,000651.SZ,格力电器 空调 内销 稳健 增长 一 季报 扣非 净利润 增速 超 预期 
2019/5/6,000651.SZ,格力电器 一季度 净利 亿 同比 增长 现金流量 净额 亿 
2019/5/7,000651.SZ,银河证券 香港 子公司 连发 两份 卖出 评级 报告 分别 为 格力电器 和 国轩 高科 
2019/5/7,000651.SZ,格力电器 季报 点评 Q 收入 业绩 均 表现 平稳 蓄力 旺季 
2019/5/7,000651.SZ,银河 国际 格力电器 库存 偏高 拖累 一季度 业绩 
2019/5/7,000651.SZ,家电 板块 单边 走强 格力电器 大涨 
2019/5/7,000651.SZ,格力电器 再 遭 投行 下调 评级 日 股价 跌 逾 
2019/5/7,000651.SZ,又 见 看空 报告 这次 券商 瞄准 亿 家电 龙头 直言 有 下跌 空间 
2019/5/8,000651.SZ,格力电器 被 嫌弃 连遭 下调 评级 折价 估值 惹 关注 投资 评级 恶化 
2019/5/8,000651.SZ,格力 美的 专利 竞赛 创新 之争 难分伯仲 
2019/5/9,000651.SZ,郭施亮 频遭 下调 评级 格力电器 到底 值 多少 钱 国际 投行 在 担心 什么 投资 评级 恶化 
2019/5/9,000651.SZ,内外资 对决 格力电器 估值 机构 评级 应 恪守 底线 
2019/5/9,000651.SZ,广东 上市公司 近成 盈利 格力 日 赚 万元 居 榜首 
2019/5/10,000651.SZ,格力电器 一季度 业绩 变脸 遭唱空 专家 称 增长 潜力 已 在 去年 透支 盈利 能力 下降 
2019/5/10,000651.SZ,格力电器 主营业务 增长 有限 多元化 发展 还 需 放稳 
2019/5/10,000651.SZ,快讯 格力 全资 子公司 注册资本 增至 亿 增加 
2019/5/10,000651.SZ,为 赢 雷军 董明珠 或 对 财报 动手脚 如今 格力 市值 已 蒸发 亿 连续 下跌 
2019/5/13,000651.SZ,格力电器 多元化 助力 公司 增长 
2019/5/14,000651.SZ,公告 精选 格力 集团 拟 召开 见面会 格力电器 股权 意向 投资者 或 将 曝光 
2019/5/14,000651.SZ,为 转让 格力电器 股权 格力 集团 下 周三 要 和 投资者 聊聊 
2019/5/14,000651.SZ,公告 精选 格力 集团 拟就 转让 格力电器 股份 召开 意向 投资者 见面会 汤臣 倍 健因 审计 机构 被查 申请 中止 购买 资产 事项 审核 其他 违规 处罚 资产 异常 
2019/5/14,000651.SZ,格力 集团 拟出 让 股权 召开 意向 投资者 见面会 
2019/5/14,000651.SZ,公告 集锦 格力电器 拟 召开 意向 投资者 见面会 
2019/5/14,000651.SZ,格力电器 正 研究 制定 公开 征集 转让 方案 拟 召开 意向 投资者 见面会 
2019/5/14,000651.SZ,格力电器 格力 集团 拟 召开 股权 转让 项目 意向 投资者 见面会 
2019/5/15,000651.SZ,电器 院 谋求 科创板 上市 格力 比亚迪 是 其 重要 客户 
2019/5/15,000651.SZ,北向 资金 今日 净流入 格力电器 获深 股通净 买入 逾 
2019/5/15,000651.SZ,董明珠 掷 万 奖励 科研人员 去年 格力 研发 投入 高达 亿 
2019/5/15,000651.SZ,董明珠 人才 是 格力 最大 的 财富 
2019/5/15,000651.SZ,董明珠 人才 是 格力 最大 的 财富 
2019/5/15,000651.SZ,雷军 打赌 输 了 亿给 格力 这笔 钱 小米 公司 会 买单 吗 
2019/5/15,000651.SZ,格力 集团 将 召开 意向 投资者 见面会 
2019/5/15,000651.SZ,家电行业 年报 及 年 一 季报 总结 收入 业绩 仍处 下行 通道 厨电 领先 企稳 
2019/5/15,000651.SZ,家电行业 年 一 季报 业绩 总结 Q 毛利率 小幅 改善 下半年 业绩 释放 可 期 
2019/5/15,000651.SZ,家电行业 年报 业绩 总结 年 行业 增速 回落 龙头 经旧 稳健 
2019/5/16,000651.SZ,董明珠 奖 员工 五千万元 要 为 格力 而 自豪 
2019/5/16,000651.SZ,股权 转让 前 格力 召集 会议 方案 难定 释放 多重 信号 
2019/5/17,000651.SZ,承压 前行 家电企业 营收 增长 超 预期 
2019/5/18,000651.SZ,三 周期 共振 拐点 期 到来 家电 板块 配置 价值 显现 
2019/5/19,000651.SZ,华泰 家电 林 寰宇 家电 周报 纳入 MSCI 因子 提升 家电 板块 有望 受益 
2019/5/19,000651.SZ,华泰 家电 林 寰宇 空调 月 数据 点评 内销 增长 有所 加速 美的 持续 亮眼 
2019/5/20,000651.SZ,小米 一季度 营收 亿超 格力电器 研发 费用 亿增 
2019/5/20,000651.SZ,大转折 小米 一季度 营收 反超 格力 
2019/5/21,000651.SZ,小米 一季度 营收 超越 格力 经营 活动 现金流 能否 好转 
2019/5/21,000651.SZ,十亿 赌约 后 一季度 小米 营收 反超 格力 雷军 赢 了 董明珠 
2019/5/22,000651.SZ,格力 公布 股权 转让 投资者 见面会 机构 名单 
2019/5/22,000651.SZ,格力电器 家 意向 投资者 浮出 拟 转让 股份 价值 已近 
2019/5/22,000651.SZ,格力 回应 管理层 能否 参与 受让 欢迎 所有 符合 投资者 
2019/5/22,000651.SZ,格力电器 格力 集团 和 中介机构 正 研究 制定 本次 交易 具体 方案 
2019/5/22,000651.SZ,格力 回应 管理层 能否 与 其他 投资者 组成 共同 主体 参与 股权 公开 受让 
2019/5/22,000651.SZ,格力电器 股权 转让 公开 征集 方案 将会 围绕 混改 目标 来 确定 
2019/5/22,000651.SZ,格力电器 股权 转让 公开 征集 方案 将会 围绕 格力电器 混改 目标 来 确定 
2019/5/22,000651.SZ,百度 淡马锡 等 有意 参与 格力电器 国有股 转让 事项 
2019/5/22,000651.SZ,格力电器 股权 转让 投资者 见面会 吸引 百度 淡马锡 等家 机构 参与 
2019/5/22,000651.SZ,京东 格力 被告 欺诈 因 空调 有凉 感无风感 
2019/5/22,000651.SZ,格力电器 意向 投资者 见面会 风平浪静 
2019/5/22,000651.SZ,格力电器 股权 转让 意向 投资者 见面会 召开 自称 华能 信托 的 人士 到场 
2019/5/22,000651.SZ,格力电器 股权 转让 意向 投资者 见面会 召开 自称 华能 信托 的 人士 到场 
2019/5/22,000651.SZ,董明珠 被 逆袭 小米 一季度 营收 反超 格力 雷军 赢 在 哪里 
2019/5/22,000651.SZ,格力 集团 今日 召开 格力电器 股权 转让 项目 投资者 见面会 
2019/5/22,000651.SZ,迟到 天雷 军终 赢 董明珠 小米 反超 格力 亿 网友 空调 淡季 
2019/5/23,000651.SZ,格力电器 天花板 推演 十年 后 的 大象 能否 飞舞 
2019/5/23,000651.SZ,每日 全球 并购 家 国内外 机构 角逐 格力 亿 股权 收购 腾讯 收购 全境 封锁 工作室 Sharkmob 
2019/5/23,000651.SZ,格力 董明珠 绝不 接受 野蛮 人 参与 股权 转让 
2019/5/23,000651.SZ,变 身 格力 混改 潜在 买家 百度 回应 暂无 对外 评论 
2019/5/23,000651.SZ,百度 对 参与 格力 混改 非常 感兴趣 
2019/5/23,000651.SZ,百度 对 参与 格力 混改 非常 感兴趣 
2019/5/23,000651.SZ,巨丰 投顾 独家 解读 家 机构 有意 参股 格力电器 百度 厚朴 淡马锡 惹眼 
2019/5/23,000651.SZ,日 公司 新闻 聚焦 家 机构 有意 格力电器 股权 
2019/5/23,000651.SZ,格力 上演 罕见 一幕 机构 角逐 亿 股权 收购 谁 将 胜出 
2019/5/23,000651.SZ,格力电器 潜在 新主 名单 曝光 
2019/5/23,000651.SZ,消息人士 透露 已经 有 机构 正在 募集 资金 准备 收购 格力 股权 
2019/5/24,000651.SZ,家 机构 欲 逐鹿 格力 股权 兼具 两大 优势 者 有望 胜出 
2019/5/24,000651.SZ,豪门 PE 逐鹿 格力 一场 的 巨额 交易 
2019/5/25,000651.SZ,一季度 小米 反超 格力 雷军 重回 一线 主抓 中国区 
2019/5/25,000651.SZ,格力电器 股权 接盘 人 李彦宏 还是 董明珠 
2019/5/25,000651.SZ,格力 抛绣球 接盘 方 众说纷纭 逾 股权 交易 细节 初现 
2019/5/26,000651.SZ,华创 家电 周度 思考 穿越 周期 的 厨电 新秀 洗碗机 
2019/5/27,000651.SZ,格力 新 主人 候选 董明珠 不 在 其中 八 公司 符合 标配 来头 个个 不小 
2019/5/27,000651.SZ,家电行业 周报 
2019/5/27,000651.SZ,头号 研报 地产 行业 回暖 带动 家电行业 复苏 看好 白电 龙头 机会 
2019/5/28,000651.SZ,格力 万 员工 开店 董明珠 成网 红 店主 她 说 这里 不止 卖 空调 还有 
2019/5/28,000651.SZ,董明珠 造车 版图 再 扩张 格力 为 吉利 一汽 提供 设备 及 方案 
2019/5/28,000651.SZ,家电 巨头 美的 如何 度过 中年 危机 
2019/5/28,000651.SZ,家电行业 每周 观点 空调 变局 奥克斯 表现 如何 
2019/5/29,000651.SZ,地产股 底部 徘徊 格力 招商 等 房企 祭出 回购 之术 
2019/5/29,000651.SZ,财务 专家 格力电器 信息披露 有 瑕疵 甚至 错误 
2019/5/29,000651.SZ,青岛海尔 净利 不足 格力 三成 亿 营销 费占 比超 同行 
2019/5/30,000651.SZ,格力 集团 减持 格力电器 转 投长园 集团 父子 齐 做 造车 梦 
2019/5/30,000651.SZ,版 移情别恋 亿 抛弃 格力电器 格力 集团 重金 追求 新欢 更 送 一字 涨停 网友 评论 亮 了 
2019/5/30,000651.SZ,格力 集团 移情 长园 下 的 什么 棋 
2019/5/30,000651.SZ,贵州 茅台 格力电器 遭 北向 资金 净 卖出 均 超 
2019/5/30,000651.SZ,北上 资金 今日 净 卖出 贵州 茅台 格力电器 逾 
2019/5/30,000651.SZ,珠海市 国资委 回应 格力 集团 增持 长园 未来 会 下放 一切 权限 给 集团 
2019/5/30,000651.SZ,格力电器 受让人 或 不超 两家 联合 竞购 者 须 为 一致 行动 人 
2019/5/30,000651.SZ,格力 集团 悄然 增持 逼近 举牌线 长园 集团 一字 涨停 
2019/5/30,000651.SZ,格力 集团 不离 不弃 增持 长园 集团 强势 涨停 
2019/5/30,000651.SZ,卷土重来 格力 集团 悄然 持股 长园 集团 已 逼近 举牌 线 
2019/5/30,000651.SZ,格力 董局 董明珠 陷入困境 多元化 步履维艰 
2019/5/30,000651.SZ,减持 格力电器 增持 长园 集团 格力 集团 另 寻新欢 
2019/5/30,000651.SZ,长园 集团 获 格力 集团 增持 开盘 涨停 格力电器 微跌 
2019/5/30,000651.SZ,决绝 减持 格力电器 之 时 格力 集团 大手笔 增持 长园 集团 
2019/5/30,000651.SZ,重磅 格力 集团 移情别恋 决绝 减持 格力电器 大手笔 增持 长园 集团 
2019/5/31,000651.SZ,格力 集团 回应 增持 长园 集团 财务 投资 目前 不 谋求 控股 地位 
2019/5/31,000651.SZ,两 涨停 后 爆雷 长园 集团 遭 立案 调查 格力 近期 大举 买入 其他 违规 处罚 
2019/5/31,000651.SZ,格力 集团 再 出手 举牌 欧 比特 究竟 看好 什么 
2019/5/31,000651.SZ,格力 集团 清空 珠海 金 控股权 
2019/5/31,000651.SZ,长园 集团 被 格力 增持 背后 股价 一年 暴跌 子公司 涉 财务 造假 欺诈 造假 连续 下跌 
2019/5/31,000651.SZ,格力 集团 时隔 一年 再攻 长园 集团 管理层 终止 一致 行动 协议 或 为 易主 铺路 
2019/5/31,000651.SZ,长园 集团 第一 大 股东 易主 格力 集团 持股 已近 举牌 线 控制 人 变化 
2019/5/31,000651.SZ,头部 家电企业 领跑 优势 继续 扩大 
2019/6/1,000651.SZ,长园 集团 被 立案 调查 董明珠 和 格力 都 懵 了 其他 违规 处罚 
2019/6/1,000651.SZ,刚 被 格力 集团 大举 增持 获 两 涨停 这家 公司 就 被 证监会 立案 调查 了 
2019/6/1,000651.SZ,深夜 惊雷 格力 集团 刚 投资 长园 集团 就 遭 证监会 立案 调查 
2019/6/2,000651.SZ,格力电器 不是 康美 药业 第二 
2019/6/2,000651.SZ,万万 没想到 刚 被 格力 集团 大举 增持 获 涨停 就 被 调查 
2019/6/2,000651.SZ,华创 家电 周度 思考 油烟 不过 脸 的 集成 灶 
2019/6/3,000651.SZ,转让 格力电器 股权 购入 长园 集团 格力 集团 这 步棋 是否 险象环生 
2019/6/3,000651.SZ,李嘉诚 弃壳 长园 集团 暴雷 格力 集团 偷鸡 不成 蚀 把 米 
2019/6/4,000651.SZ,传 厚朴 牵头 财团 亿美元 洽购 格力电器 股权 格力电器 称 不知情 
2019/6/4,000651.SZ,传 厚朴 牵头 财团 亿美元 洽购 格力电器 股权 格力电器 称 不知情 
2019/6/4,000651.SZ,亿美元 格力 股份 展开 深入 谈判 投资 牵头 的 厚朴 是 何方神圣 
2019/6/4,000651.SZ,媒体 厚朴 牵头 的 集团 就 亿美元 格力 股份 展开 深入 谈判 
2019/6/4,000651.SZ,格力 集团 增持 长园 集团 逼近 举牌 线 
2019/6/4,000651.SZ,年 家电行业 主营业务 收入 万 
2019/6/4,000651.SZ,家电行业 周报 月 冰洗 整体 销量 仍 由 外销 带动 
